jobtitle,location,country,function,days_open_in_report_date_range,total_amount_of_views,unique_visits,unique_application_clicks,cost_per_click,cost_per_application,application_through_rate
Senior Paralegal,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,27,26,0,3.287671232876712,,0.0
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,27,20,1,4.986301369863014,99.72602739726028,0.05
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,26,24,1,4.155251141552512,99.72602739726028,0.0416666666666666
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,11,26,24,0,1.632420091324201,,0.0
Senior Jurist Ruimtelijke Ordening,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,30,26,24,0,4.452054794520548,,0.0
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,26,24,3,0.7420091324200913,5.93607305936073,0.125
Jurist Woo,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,27,26,26,1,3.698630136986301,96.16438356164385,0.0384615384615384
Systeem Engineer Maritiem,"Schiedam, Zuid-Holland, Nederland",Nederland,Information Technology,2,25,23,0,0.3097081596188207,,0.0
Medior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Other,8,25,20,1,1.4246575342465753,28.493150684931507,0.05
Medior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,25,20,0,5.52054794520548,,0.0
Senior Bezwaarjurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,4,25,24,0,0.593607305936073,,0.0
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,25,18,1,5.540334855403349,99.72602739726028,0.0555555555555555
Werkplekbeheer en Support,"Arnhem, Gelderland, Nederland",Nederland,Other,14,24,21,0,2.3744292237442925,,0.0
Jurist Rechtsbijstand (Junior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,24,23,0,3.716497915425849,,0.0
Senior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,24,23,0,2.7873734365693865,,0.0
ICT Support,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,3,24,21,3,0.5088062622309197,3.5616438356164384,0.1428571428571428
Jurist Milieu,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,7,24,24,1,1.038812785388128,24.93150684931507,0.0416666666666666
Senior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,39,24,24,0,5.787671232876712,,0.0
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,25,24,23,0,3.871351995235259,,0.0
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,23,21,1,4.748858447488585,99.72602739726028,0.0476190476190476
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,23,22,1,4.533001245330013,99.72602739726028,0.0454545454545454
Senior Jurist Ruimtelijke Ordening,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,23,21,0,3.0528375733855184,,0.0
Projectleider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,30,23,22,0,4.85678704856787,,0.0
Senior Jurist Woo - Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,4,23,21,0,0.6784083496412263,,0.0
Bouwkundig Civiel Engineer,"Leeuwarden, Friesland, Nederland",Nederland,Engineering/Information Technology,2,23,22,1,0.323785803237858,7.123287671232877,0.0454545454545454
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,23,20,1,4.986301369863014,99.72602739726028,0.05
Medior Bezwaarjurist - Den Haag,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,31,23,22,0,5.0186799501868,,0.0
Projectorganisator Bouwkunde,"Utrecht, Utrecht, Nederland",Nederland,Other,24,22,20,0,4.273972602739726,,0.0
Specialist Schuldhulp Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,12,22,21,1,2.035225048923679,42.73972602739726,0.0476190476190476
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,22,18,1,5.540334855403349,99.72602739726028,0.0555555555555555
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,22,21,0,1.8656229615133728,,0.0
Junior Netwerkbeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,24,22,17,2,5.028203062046736,42.73972602739726,0.1176470588235294
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,21,20,1,1.780821917808219,35.61643835616438,0.05
Specialist Schuldhulp Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,14,21,19,0,2.6243691420331654,,0.0
Jurist handhaving,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,30,21,21,1,5.088062622309198,106.84931506849315,0.0476190476190476
Medior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,11,21,20,0,1.9589041095890407,,0.0
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,9,21,21,1,1.5264187866927592,32.054794520547944,0.0476190476190476
Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,30,21,19,0,5.62364816149964,,0.0
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,4,21,20,2,0.7123287671232876,7.123287671232877,0.1
Senior Jurist Omgevingsrecht,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,6,20,20,0,1.0684931506849316,,0.0
Procesmanager Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Management/Manufacturing,1,20,19,0,0.1874549387166546,,0.0
Electrical Engineer,"Hoogeveen, Drenthe, Nederland",Nederland,Engineering/Information Technology,1,20,18,3,0.197869101978691,1.187214611872146,0.1666666666666666
Senior KYC/CDD Analist,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance/Sales,24,20,20,0,4.273972602739726,,0.0
Projectleider Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,25,20,20,0,4.452054794520548,,0.0
Junior Subsidiebehandelaar,"Roermond, Limburg, Nederland",Nederland,Other,11,20,19,1,2.0620043258832013,39.17808219178082,0.0526315789473684
Junior Hypotheekacceptant Sittard,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,5,20,18,1,0.989345509893455,17.80821917808219,0.0555555555555555
Medior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,20,20,0,5.52054794520548,,0.0
Senior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,7,20,19,0,1.3121845710165827,,0.0
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,20,14,0,1.2720156555772992,,0.0
Medior Werkvoorbereider Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Other,8,20,18,2,1.582952815829528,14.246575342465754,0.1111111111111111
Senior Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,20,18,0,1.582952815829528,,0.0
Senior Bezwaarjurist,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,19,18,0,6.133942161339422,,0.0
Medior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,5,19,17,0,1.04754230459307,,0.0
Bouw/Civiel Projectleider,"Groningen, Groningen, Nederland",Nederland,Management/Manufacturing,2,19,16,0,0.4452054794520548,,0.0
Junior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,19,19,2,1.4996395097332371,14.246575342465754,0.1052631578947368
Junior Netwerkbeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,1,19,13,2,0.273972602739726,1.7808219178082192,0.1538461538461538
Senior Privacy Jurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,19,16,0,2.448630136986301,,0.0
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,2,19,14,0,0.5088062622309197,,0.0
Jurist Letselschade Achmea,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,19,17,1,5.028203062046736,85.47945205479452,0.0588235294117647
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,19,17,0,1.04754230459307,,0.0
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,8,19,19,0,1.4996395097332371,,0.0
Projectorganisator Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,8,18,17,1,1.6760676873489122,28.493150684931507,0.0588235294117647
Salarisadministrateur,"Amsterdam, Noord-Holland, Nederland",Nederland,Human Resources,6,18,18,0,1.187214611872146,,0.0
Planner/coördinator - IT,"Huizen, Noord-Holland, Nederland",Nederland,Other,11,17,15,1,2.611872146118721,39.17808219178082,0.0666666666666666
Sales Consultant Compliance,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,2,17,16,0,0.4452054794520548,,0.0
Medior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,11,17,17,2,2.3045930701047546,19.58904109589041,0.1176470588235294
Medior ICT Support Medewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,25,17,16,1,5.565068493150685,89.04109589041096,0.0625
Jurist Bezwaar & Beroep Omgevingsrecht WO Junior,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,26,17,17,0,5.447219983883964,,0.0
Junior Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,4,17,14,0,1.0176125244618397,,0.0
Senior Bezwaarjurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,31,17,16,0,6.9006849315068495,,0.0
,,,,0,17,14,0,0.0,,0.0
Projectorganisator Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,8,17,17,1,1.6760676873489122,28.493150684931507,0.0588235294117647
Letselschadebehandelaar,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,24,17,15,0,5.698630136986301,,0.0
Junior Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,5,16,14,0,1.2720156555772992,,0.0
Medior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,16,16,0,1.1130136986301369,,0.0
Junior Bouwkundig Werkvoorbereider,"Groningen, Groningen, Nederland",Nederland,Education/Training,2,16,15,1,0.4748858447488585,7.123287671232877,0.0666666666666666
IT Support Medewerker - Apeldoorn,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,1,16,14,2,0.2544031311154598,1.7808219178082192,0.1428571428571428
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,4,16,16,0,0.8904109589041096,,0.0
Electrical Engineer,"Burgum, Friesland, Nederland",Nederland,Engineering/Information Technology,6,16,14,3,1.5264187866927592,7.123287671232877,0.2142857142857142
Junior Hypotheekacceptant Sittard,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,4,16,14,1,1.0176125244618397,14.246575342465754,0.0714285714285714
Senior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,16,16,0,6.9006849315068495,,0.0
MCP IT Specialist,"De Meern, Utrecht, Nederland",Nederland,Information Technology,11,16,14,0,2.7984344422700587,,0.0
Traineeship Overheidsjurist,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,0,16,13,0,0.0,,0.0
Jurist Rechtsbijstand (Senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,4,16,16,0,0.8904109589041096,,0.0
Senior Bezwaarjurist - Den Haag,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,31,16,15,0,7.360730593607306,,0.0
ICT support medewerker,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,11,15,12,1,3.264840182648402,39.17808219178082,0.0833333333333333
Acceptant Duurzaamheidskredieten,"Hilversum, Noord-Holland, Nederland",Nederland,Finance/Sales,28,15,13,2,7.671232876712329,49.86301369863014,0.1538461538461538
Medior CDD Analist,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,24,15,15,0,5.698630136986301,,0.0
Specialist Financiële Administratie Overheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,2,15,12,1,0.593607305936073,7.123287671232877,0.0833333333333333
Jurist Letselschade medior,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,15,14,1,6.105675146771037,85.47945205479452,0.0714285714285714
Werkvoorbereider Utiliteit Junior,"Amsterdam, Noord-Holland, Nederland",Nederland,Education/Training,26,14,12,0,7.716894977168949,,0.0
IT Support Medewerker - Apeldoorn,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,24,14,14,0,6.105675146771037,,0.0
Juridisch Planoloog HBO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,26,14,14,1,6.614481409001956,92.6027397260274,0.0714285714285714
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,11,14,13,0,3.0136986301369864,,0.0
Senior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,14,14,0,2.035225048923679,,0.0
Senior netwerkebeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,24,14,13,0,6.575342465753424,,0.0
Senior netwerkebeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,2,14,10,0,0.7123287671232876,,0.0
Medior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,24,13,13,0,6.575342465753424,,0.0
Projectleider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,8,13,12,0,2.374429223744292,,0.0
Jurist Rechtsbijstand (senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,13,12,0,7.123287671232877,,0.0
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,11,13,11,0,3.5616438356164384,,0.0
Medior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Other,11,13,13,1,3.0136986301369864,39.17808219178082,0.0769230769230769
Bouwkundig Werkvoorbereider,"Zwolle, Overijssel, Nederland",Nederland,Other,1,12,10,0,0.3561643835616438,,0.0
Krediet Acceptant Utrecht,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,27,12,10,1,9.616438356164384,96.16438356164385,0.1
Senior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,12,11,0,2.5902864259028644,,0.0
Kredietbeoordelaar Hypotheken Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,4,12,12,0,1.187214611872146,,0.0
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,12,12,0,3.264840182648402,,0.0
Hypotheekacceptant,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,5,12,11,0,1.61892901618929,,0.0
Senior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,12,10,0,2.8493150684931505,,0.0
Medior Privacy Jurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,12,11,1,3.5616438356164384,39.17808219178082,0.0909090909090909
Medior CDD Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,24,12,12,0,7.123287671232877,,0.0
Junior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,18,11,11,0,5.828144458281444,,0.0
Senior Jurist Ruimtelijke Ordening,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,11,11,0,3.5616438356164384,,0.0
Senior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,5,10,6,0,2.968036529680365,,0.0
WO Junior Jurist Omgevingsrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,24,10,10,0,8.547945205479452,,0.0
Junior Werkvoorbereider Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Education/Training,24,10,10,0,8.547945205479452,,0.0
Hypotheekacceptant,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,4,10,10,0,1.4246575342465753,,0.0
Medior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Other,24,10,10,0,8.547945205479452,,0.0
,,,,0,10,10,1,0.0,0.0,0.1
Bouwkundig Werkvoorbereider,"Groningen, Groningen, Nederland",Nederland,Other,2,9,9,0,0.791476407914764,,0.0
Jurist Rechtsbijstand (medior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,9,9,0,9.497716894977168,,0.0
Senior Jurist Wet open overheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,5,9,8,0,2.2260273972602738,,0.0
Jurist Beroep,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,2,9,9,0,0.791476407914764,,0.0
Jurist Rechtsbijstand (senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,24,9,8,0,10.684931506849315,,0.0
Projectorganisator Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,24,9,9,0,9.497716894977168,,0.0
Medior Werkvoorbereider Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Other,24,9,9,0,9.497716894977168,,0.0
Krediet Specialist Verduurzaming,"Hilversum, Noord-Holland, Nederland",Nederland,Other,27,9,7,0,13.737769080234832,,0.0
Senior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,9,9,0,4.353120243531203,,0.0
Senior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,24,9,9,0,9.497716894977168,,0.0
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,11,9,9,0,4.353120243531203,,0.0
Medior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,4,9,9,0,1.582952815829528,,0.0
Medior Werkvoorbereider Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Other,24,9,9,0,9.497716894977168,,0.0
Senior Jurist Contractenrecht,"Zwolle, Overijssel, Nederland",Nederland,Legal,2,9,6,0,1.187214611872146,,0.0
Medior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,12,9,9,0,4.748858447488584,,0.0
Junior Subsidiebehandelaar,"Utrecht, Utrecht, Nederland",Nederland,Other,1,8,4,1,0.8904109589041096,3.5616438356164384,0.25
,,,,0,8,7,0,0.0,,0.0
Medior Werkvoorbereider Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Other,1,8,1,0,3.5616438356164384,,0.0
ICT Support,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,2,8,7,0,1.0176125244618397,,0.0
Java Developer (Spring Boot),"Rotterdam, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,0,8,5,0,0.0,,0.0
Junior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,12,8,8,0,5.342465753424658,,0.0
Projectorganisator Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,12,8,8,0,5.342465753424658,,0.0
Jurist Woo,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,2,8,7,1,1.0176125244618397,7.123287671232877,0.1428571428571428
Medewerker Invoicing,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,6,7,4,0,5.342465753424658,,0.0
Electrical Engineer,"Hoogeveen, Drenthe, Nederland",Nederland,Engineering/Information Technology,1,7,7,0,0.5088062622309197,,0.0
